,Time,Potential
218,3818.2,0.368
218.2,3818.4,0.098
218.4,3818.6,0.011
218.6,3818.8,-0.008
218.8,3819,-0.003
219,3819.2,-0.013
219.2,3819.4,-0.003
219.4,3819.6,-0.013
219.6,3819.8,-0.013
219.8,3820,-0.023
220,3820.2,-0.027
220.2,3820.4,-0.042
220.4,3820.6,-0.052
220.6,3820.8,-0.061
220.8,3821,-0.076
221,3821.2,-0.09
221.2,3821.4,-0.104
221.4,3821.6,-0.129
221.6,3821.8,-0.148
221.8,3822,-0.177
222,3822.2,-0.201
222.2,3822.4,-0.235
222.4,3822.6,-0.264
222.6,3822.8,-0.293
222.8,3823,-0.336
223,3823.2,-0.365
223.2,3823.4,-0.384
223.4,3823.6,-0.408
223.6,3823.8,-0.432
223.8,3824,-0.437
224,3824.2,-0.481
224.2,3824.4,-0.49
224.4,3824.6,-0.519
224.6,3824.8,-0.544
224.8,3825,-0.592
225,3825.2,-0.611
225.2,3825.4,-0.649
225.4,3825.6,-0.621
225.6,3825.8,-0.64
225.8,3826,-0.693
226,3826.2,-0.669
226.2,3826.4,-0.703
226.4,3826.6,-0.717
226.6,3826.8,-0.707
226.8,3827,-0.751
227,3827.2,-0.76
227.2,3827.4,-0.756
227.4,3827.6,-0.775
227.6,3827.8,-0.789
227.8,3828,-0.862
228,3828.2,-0.915
228.2,3828.4,-0.968
228.4,3828.6,-1.021
228.6,3828.8,-1.079
228.8,3829,-1.166
229,3829.2,-1.219
229.2,3829.4,-1.33
229.4,3829.6,-1.407
229.6,3829.8,-1.542
229.8,3830,-1.648
230,3830.2,-1.715
230.2,3830.4,-1.749
230.4,3830.6,-1.72
230.6,3830.8,-1.754
230.8,3831,-1.715
231,3831.2,-1.706
231.2,3831.4,-1.686
231.4,3831.6,-1.634
231.6,3831.8,-1.508
231.8,3832,-1.373
232,3832.2,-1.31
232.2,3832.4,-1.214
232.4,3832.6,-1.185
232.6,3832.8,-1.156
232.8,3833,-1.18
233,3833.2,-1.166
233.2,3833.4,-1.141
233.4,3833.6,-1.137
233.6,3833.8,-1.108
233.8,3834,-1.098
234,3834.2,-1.079
234.2,3834.4,-1.06
234.4,3834.6,-1.04
234.6,3834.8,-1.026
234.8,3835,-1.006
235,3835.2,-0.997
235.2,3835.4,-0.977
235.4,3835.6,-0.963
235.6,3835.8,-0.944
235.8,3836,-0.929
236,3836.2,-0.915
236.2,3836.4,-0.9
236.4,3836.6,-0.886
236.6,3836.8,-0.876
236.8,3837,-0.852
237,3837.2,-0.843
237.2,3837.4,-0.828
237.4,3837.6,-0.804
237.6,3837.8,-0.785
237.8,3838,-0.732
238,3838.2,-0.688
238.2,3838.4,-0.674
238.4,3838.6,-0.654
238.6,3838.8,-0.635
238.8,3839,-0.611
239,3839.2,-0.573
239.2,3839.4,-0.534
239.4,3839.6,-0.51
239.6,3839.8,-0.481
239.8,3840,-0.457
240,3840.2,-0.423
240.2,3840.4,-0.389
240.4,3840.6,-0.346
240.6,3840.8,-0.293
240.8,3841,-0.235
241,3841.2,-0.177
241.2,3841.4,-0.119
241.4,3841.6,-0.071
241.6,3841.8,-0.013
241.8,3842,0.06
242,3842.2,0.113
242.2,3842.4,0.156
242.4,3842.6,0.228
242.6,3842.8,0.305
242.8,3843,0.388
243,3843.2,0.426
243.2,3843.4,0.537
243.4,3843.6,0.6
243.6,3843.8,0.682
243.8,3844,0.768
244,3844.2,0.851
244.2,3844.4,0.966
244.4,3844.6,1.019
244.6,3844.8,1.053
244.8,3845,1.068
245,3845.2,1.096
245.2,3845.4,1.101
245.4,3845.6,1.154
245.6,3845.8,1.159
245.8,3846,1.174
246,3846.2,1.198
246.2,3846.4,1.217
246.4,3846.6,1.246
246.6,3846.8,1.284
246.8,3847,1.309
247,3847.2,1.362
247.2,3847.4,1.396
247.4,3847.6,1.434
247.6,3847.8,1.468
247.8,3848,1.506
248,3848.2,1.545
248.2,3848.4,1.588
248.4,3848.6,1.632
248.6,3848.8,1.671
248.8,3849,1.719
249,3849.2,1.752
249.2,3849.4,1.776
249.4,3849.6,1.825
249.6,3849.8,1.873
249.8,3850,1.912
250,3850.2,1.95
250.2,3850.4,2.003
250.4,3850.6,2.104
250.6,3850.8,2.138
250.8,3851,2.148
251,3851.2,2.167
251.2,3851.4,2.187
251.4,3851.6,2.201
251.6,3851.8,2.201
251.8,3852,2.22
252,3852.2,2.244
252.2,3852.4,2.24
252.4,3852.6,2.225
252.6,3852.8,2.216
252.8,3853,2.679
253,3853.2,2.664
253.2,3853.4,2.616
253.4,3853.6,2.606
253.6,3853.8,2.587
253.8,3854,2.519
254,3854.2,2.457
254.2,3854.4,2.442
254.4,3854.6,2.428
254.6,3854.8,2.379
254.8,3855,2.36
255,3855.2,2.312
255.2,3855.4,2.264
255.4,3855.6,2.201
255.6,3855.8,2.143
255.8,3856,2.076
256,3856.2,2.018
256.2,3856.4,1.95
256.4,3856.6,1.897
256.6,3856.8,1.825
